Date, Close/Last, Volume, Open, High, Low
05/17/2019, 2859.53, 0, 2858.6, 2885.48, 2854.23
05/16/2019, 2876.32, 0, 2855.8, 2892.15, 2855.8
05/15/2019, 2850.96, 0, 2820.38, 2858.68, 2815.08
05/14/2019, 2834.41, 0, 2820.12, 2852.54, 2820.12
05/13/2019, 2811.87, 0, 2840.19, 2840.19, 2801.43
05/10/2019, 2881.4, 0, 2863.1, 2891.31, 2825.39
05/09/2019, 2870.72, 0, 2859.84, 2875.97, 2836.4
05/08/2019, 2879.42, 0, 2879.61, 2897.96, 2873.28
05/07/2019, 2884.05, 0, 2913.03, 2913.03, 2862.6
05/06/2019, 2932.47, 0, 2908.89, 2937.32, 2898.21
05/03/2019, 2945.64, 0, 2929.21, 2947.85, 2929.21
05/02/2019, 2917.52, 0, 2922.16, 2931.68, 2900.5
05/01/2019, 2923.73, 0, 2952.33, 2954.13, 2923.36
04/30/2019, 2945.83, 0, 2937.14, 2948.22, 2924.11
04/29/2019, 2943.03, 0, 2940.58, 2949.52, 2939.35
04/26/2019, 2939.88, 0, 2925.81, 2939.88, 2917.56
04/25/2019, 2926.17, 0, 2928.99, 2933.1, 2912.84
04/24/2019, 2927.25, 0, 2934, 2936.83, 2926.05
04/23/2019, 2933.68, 0, 2909.99, 2936.31, 2908.53
04/22/2019, 2907.97, 0, 2898.78, 2909.51, 2896.35
04/18/2019, 2905.03, 0, 2904.81, 2908.4, 2891.9
04/17/2019, 2900.45, 0, 2916.04, 2918, 2895.45
04/16/2019, 2907.06, 0, 2912.26, 2916.06, 2900.71
04/15/2019, 2905.58, 0, 2908.32, 2909.6, 2896.48
04/12/2019, 2907.41, 0, 2900.86, 2910.54, 2898.37
04/11/2019, 2888.32, 0, 2891.92, 2893.42, 2881.99
04/10/2019, 2888.21, 0, 2881.37, 2889.71, 2879.13
04/09/2019, 2878.2, 0, 2886.58, 2886.88, 2873.33
04/08/2019, 2895.77, 0, 2888.46, 2895.95, 2880.78
04/05/2019, 2892.74, 0, 2884.16, 2893.24, 2882.99
04/04/2019, 2879.39, 0, 2873.99, 2881.28, 2867.14
04/03/2019, 2873.4, 0, 2876.09, 2885.25, 2865.17
04/02/2019, 2867.24, 0, 2868.24, 2872.9, 2858.75
04/01/2019, 2867.19, 0, 2848.63, 2869.4, 2848.63
03/29/2019, 2834.4, 0, 2828.27, 2836.03, 2819.23
03/28/2019, 2815.44, 0, 2809.4, 2819.71, 2798.77
03/27/2019, 2805.37, 0, 2819.72, 2825.56, 2787.72
03/26/2019, 2818.46, 0, 2812.66, 2829.87, 2803.99
03/25/2019, 2798.36, 0, 2796.01, 2809.79, 2785.02
03/22/2019, 2800.71, 0, 2844.52, 2846.16, 2800.47
03/21/2019, 2854.88, 0, 2819.72, 2860.31, 2817.38
03/20/2019, 2824.23, 0, 2831.34, 2843.54, 2812.43
03/19/2019, 2832.57, 0, 2840.76, 2852.42, 2823.27
03/18/2019, 2832.94, 0, 2822.61, 2835.41, 2821.99
03/15/2019, 2822.48, 0, 2810.79, 2830.73, 2810.79
03/14/2019, 2808.48, 0, 2810.38, 2815, 2803.46
03/13/2019, 2810.92, 0, 2799.78, 2821.24, 2799.78
03/12/2019, 2791.52, 0, 2787.34, 2798.32, 2786.73
03/11/2019, 2783.3, 0, 2747.61, 2784, 2747.61
03/08/2019, 2743.07, 0, 2730.79, 2744.13, 2722.27
03/07/2019, 2748.93, 0, 2766.53, 2767.25, 2739.09
03/06/2019, 2771.45, 0, 2790.27, 2790.27, 2768.69
03/05/2019, 2789.65, 0, 2794.41, 2796.44, 2782.97
03/04/2019, 2792.81, 0, 2814.37, 2816.88, 2767.66
03/01/2019, 2803.69, 0, 2798.22, 2808.02, 2787.38
02/28/2019, 2784.49, 0, 2788.11, 2793.73, 2782.51
02/27/2019, 2792.38, 0, 2787.5, 2795.76, 2775.13
02/26/2019, 2793.9, 0, 2792.36, 2803.12, 2789.47
02/25/2019, 2796.11, 0, 2804.35, 2813.49, 2794.99
02/22/2019, 2792.67, 0, 2780.67, 2794.2, 2779.11
02/21/2019, 2774.88, 0, 2780.24, 2781.58, 2764.55
02/20/2019, 2784.7, 0, 2779.05, 2789.88, 2774.06
02/19/2019, 2779.76, 0, 2769.28, 2787.33, 2767.29
02/15/2019, 2775.6, 0, 2760.24, 2775.66, 2760.24
02/14/2019, 2745.73, 0, 2743.5, 2757.9, 2731.23
02/13/2019, 2753.03, 0, 2750.3, 2761.85, 2748.63
02/12/2019, 2744.73, 0, 2722.61, 2748.19, 2722.61
02/11/2019, 2709.8, 0, 2712.4, 2718.05, 2703.79
02/08/2019, 2707.88, 0, 2692.36, 2708.07, 2681.83
02/07/2019, 2706.05, 0, 2717.53, 2719.32, 2687.26
02/06/2019, 2731.61, 0, 2735.05, 2738.08, 2724.15
02/05/2019, 2737.7, 0, 2728.34, 2738.98, 2724.03
02/04/2019, 2724.87, 0, 2706.49, 2724.99, 2698.75
02/01/2019, 2706.53, 0, 2702.32, 2716.66, 2696.88
01/31/2019, 2704.1, 0, 2685.49, 2708.95, 2678.65
01/30/2019, 2681.05, 0, 2653.62, 2690.44, 2648.34
01/29/2019, 2640, 0, 2644.89, 2650.93, 2631.05
01/28/2019, 2643.85, 0, 2644.97, 2644.97, 2624.06
01/25/2019, 2664.76, 0, 2657.44, 2672.38, 2657.33
01/24/2019, 2642.33, 0, 2638.84, 2647.2, 2627.01
01/23/2019, 2638.7, 0, 2643.48, 2653.19, 2612.86
01/22/2019, 2632.9, 0, 2657.88, 2657.88, 2617.27
01/18/2019, 2670.71, 0, 2651.27, 2675.47, 2647.58
01/17/2019, 2635.96, 0, 2609.28, 2645.06, 2606.36
01/16/2019, 2616.1, 0, 2614.75, 2625.76, 2612.68
01/15/2019, 2610.3, 0, 2585.1, 2613.08, 2585.1
01/14/2019, 2582.61, 0, 2580.31, 2589.32, 2570.41
01/11/2019, 2596.26, 0, 2588.11, 2596.27, 2577.4
01/10/2019, 2596.64, 0, 2573.51, 2597.82, 2562.02
01/09/2019, 2584.96, 0, 2580, 2595.32, 2568.89
01/08/2019, 2574.41, 0, 2568.11, 2579.82, 2547.56
01/07/2019, 2549.69, 0, 2535.61, 2566.16, 2524.56
01/04/2019, 2531.94, 0, 2474.33, 2538.07, 2474.33
01/03/2019, 2447.89, 0, 2491.92, 2493.14, 2443.96
01/02/2019, 2510.03, 0, 2476.96, 2519.49, 2467.47
12/31/2018, 2506.85, 0, 2498.94, 2509.24, 2482.82
12/28/2018, 2485.74, 0, 2498.77, 2520.27, 2472.89
12/27/2018, 2488.83, 0, 2442.5, 2489.1, 2397.94
12/26/2018, 2467.7, 0, 2363.12, 2467.76, 2346.58
12/24/2018, 2351.1, 0, 2400.56, 2410.34, 2351.1
12/21/2018, 2416.62, 0, 2465.38, 2504.41, 2408.55
12/20/2018, 2467.42, 0, 2496.77, 2509.63, 2441.18
12/19/2018, 2506.96, 0, 2547.05, 2585.29, 2488.96
12/18/2018, 2546.16, 0, 2559.9, 2573.99, 2528.71
12/17/2018, 2545.94, 0, 2590.75, 2601.13, 2530.54
12/14/2018, 2599.95, 0, 2629.68, 2635.07, 2593.84
12/13/2018, 2650.54, 0, 2658.7, 2670.19, 2637.27
12/12/2018, 2651.07, 0, 2658.23, 2685.44, 2650.26
12/11/2018, 2636.78, 0, 2664.44, 2674.35, 2621.3
12/10/2018, 2637.72, 0, 2630.86, 2647.51, 2583.23
12/07/2018, 2633.08, 0, 2691.26, 2708.54, 2623.14
12/06/2018, 2695.95, 0, 2663.51, 2696.15, 2621.53
12/04/2018, 2700.06, 0, 2782.43, 2785.93, 2697.18
12/03/2018, 2790.37, 0, 2790.5, 2800.18, 2773.38
11/30/2018, 2760.17, 0, 2737.76, 2760.88, 2732.76
11/29/2018, 2737.76, 0, 2736.97, 2753.75, 2722.94
11/28/2018, 2743.79, 0, 2691.45, 2744, 2684.38
11/27/2018, 2682.17, 0, 2663.75, 2682.53, 2655.89
11/26/2018, 2673.45, 0, 2649.97, 2674.35, 2649.97
11/23/2018, 2632.56, 0, 2633.36, 2647.55, 2631.09
11/21/2018, 2649.93, 0, 2657.74, 2670.73, 2649.82
11/20/2018, 2641.89, 0, 2654.6, 2669.44, 2631.52
11/19/2018, 2690.73, 0, 2730.74, 2733.16, 2681.09
11/16/2018, 2736.27, 0, 2718.54, 2746.75, 2712.16
11/15/2018, 2730.2, 0, 2693.52, 2735.38, 2670.75
11/14/2018, 2701.58, 0, 2737.9, 2746.8, 2685.75
11/13/2018, 2722.18, 0, 2730.05, 2754.6, 2714.98
11/12/2018, 2726.22, 0, 2773.93, 2775.99, 2722
11/09/2018, 2781.01, 0, 2794.1, 2794.1, 2764.24
11/08/2018, 2806.83, 0, 2806.38, 2814.75, 2794.99
11/07/2018, 2813.89, 0, 2774.13, 2815.15, 2774.13
11/06/2018, 2755.45, 0, 2738.4, 2756.82, 2737.08
11/05/2018, 2738.31, 0, 2726.37, 2744.27, 2717.94
11/02/2018, 2723.06, 0, 2745.45, 2756.55, 2700.44
11/01/2018, 2740.37, 0, 2717.58, 2741.67, 2708.85
10/31/2018, 2711.74, 0, 2705.6, 2736.69, 2705.6
10/30/2018, 2682.63, 0, 2640.68, 2685.43, 2635.34
10/29/2018, 2641.25, 0, 2682.65, 2706.85, 2603.54
10/26/2018, 2658.69, 0, 2667.86, 2692.38, 2628.16
10/25/2018, 2705.57, 0, 2674.88, 2722.7, 2667.84
10/24/2018, 2656.1, 0, 2737.87, 2742.59, 2651.89
10/23/2018, 2740.69, 0, 2721.03, 2753.59, 2691.43
10/22/2018, 2755.88, 0, 2773.94, 2778.94, 2749.22
10/19/2018, 2767.78, 0, 2775.66, 2797.77, 2760.27
10/18/2018, 2768.78, 0, 2802, 2806.04, 2755.18
10/17/2018, 2809.21, 0, 2811.67, 2816.94, 2781.81
10/16/2018, 2809.92, 0, 2767.05, 2813.46, 2766.91
10/15/2018, 2750.79, 0, 2763.83, 2775.99, 2749.03
10/12/2018, 2767.13, 0, 2770.54, 2775.77, 2729.44
10/11/2018, 2728.37, 0, 2776.87, 2795.14, 2710.51
10/10/2018, 2785.68, 0, 2873.9, 2874.02, 2784.86
10/09/2018, 2880.34, 0, 2882.51, 2894.83, 2874.27
10/08/2018, 2884.43, 0, 2877.53, 2889.45, 2862.08
10/05/2018, 2885.57, 0, 2902.54, 2909.64, 2869.29
10/04/2018, 2901.61, 0, 2919.35, 2919.78, 2883.92
10/03/2018, 2925.51, 0, 2931.69, 2939.86, 2921.36
10/02/2018, 2923.43, 0, 2923.8, 2931.42, 2919.37
10/01/2018, 2924.59, 0, 2926.29, 2937.06, 2917.91
09/28/2018, 2913.98, 0, 2910.03, 2920.53, 2907.5
09/27/2018, 2914, 0, 2911.65, 2927.22, 2909.27
09/26/2018, 2905.97, 0, 2916.98, 2931.15, 2903.28
09/25/2018, 2915.56, 0, 2921.75, 2923.95, 2913.7
09/24/2018, 2919.37, 0, 2921.83, 2923.79, 2912.63
09/21/2018, 2929.67, 0, 2936.76, 2940.91, 2927.11
09/20/2018, 2930.75, 0, 2919.73, 2934.8, 2919.73
09/19/2018, 2907.95, 0, 2906.6, 2912.36, 2903.82
09/18/2018, 2904.31, 0, 2890.74, 2911.17, 2890.43
09/17/2018, 2888.8, 0, 2903.83, 2904.65, 2886.16
09/14/2018, 2904.98, 0, 2906.38, 2908.3, 2895.77
09/13/2018, 2904.18, 0, 2896.85, 2906.76, 2896.39
09/12/2018, 2888.92, 0, 2888.29, 2894.65, 2879.2
09/11/2018, 2887.89, 0, 2871.57, 2892.52, 2866.78
09/10/2018, 2877.13, 0, 2881.39, 2886.93, 2875.94
09/07/2018, 2871.68, 0, 2868.26, 2883.81, 2864.12
09/06/2018, 2878.05, 0, 2888.64, 2892.05, 2867.29
09/05/2018, 2888.6, 0, 2891.59, 2894.21, 2876.92
09/04/2018, 2896.72, 0, 2896.96, 2900.18, 2885.13
08/31/2018, 2901.52, 0, 2898.37, 2906.32, 2891.73
08/30/2018, 2901.13, 0, 2908.94, 2912.46, 2895.22
08/29/2018, 2914.04, 0, 2900.62, 2916.5, 2898.4
08/28/2018, 2897.52, 0, 2901.45, 2903.77, 2893.5
08/27/2018, 2896.74, 0, 2884.69, 2898.25, 2884.69
08/24/2018, 2874.69, 0, 2862.35, 2876.16, 2862.35
08/23/2018, 2856.98, 0, 2860.29, 2868.78, 2854.03
08/22/2018, 2861.82, 0, 2860.99, 2867.54, 2856.05
08/21/2018, 2862.96, 0, 2861.51, 2873.23, 2861.32
08/20/2018, 2857.05, 0, 2853.93, 2859.76, 2850.62
08/17/2018, 2850.13, 0, 2838.32, 2855.63, 2833.73
08/16/2018, 2840.69, 0, 2831.44, 2850.49, 2831.44
08/15/2018, 2818.37, 0, 2827.95, 2827.95, 2802.49
08/14/2018, 2839.96, 0, 2827.88, 2843.11, 2826.58
08/13/2018, 2821.93, 0, 2835.46, 2843.4, 2819.88
08/10/2018, 2833.28, 0, 2839.64, 2842.2, 2825.81
08/09/2018, 2853.58, 0, 2857.19, 2862.48, 2851.98
08/08/2018, 2857.7, 0, 2856.79, 2862.44, 2853.09
08/07/2018, 2858.45, 0, 2855.92, 2863.43, 2855.92
08/06/2018, 2850.4, 0, 2840.29, 2853.29, 2835.98
08/03/2018, 2840.35, 0, 2829.62, 2840.38, 2827.37
08/02/2018, 2827.22, 0, 2800.48, 2829.91, 2796.34
08/01/2018, 2813.36, 0, 2821.17, 2825.83, 2805.85
07/31/2018, 2816.29, 0, 2809.73, 2824.46, 2808.06
07/30/2018, 2802.6, 0, 2819, 2821.74, 2798.11
07/27/2018, 2818.82, 0, 2842.35, 2843.17, 2808.34
07/26/2018, 2837.44, 0, 2835.49, 2845.57, 2835.26
07/25/2018, 2846.07, 0, 2817.73, 2848.03, 2817.73
07/24/2018, 2820.4, 0, 2820.68, 2829.99, 2811.12
07/23/2018, 2806.98, 0, 2799.17, 2808.61, 2795.14
07/20/2018, 2801.83, 0, 2804.55, 2809.7, 2800.01
07/19/2018, 2804.49, 0, 2809.37, 2812.05, 2799.77
07/18/2018, 2815.62, 0, 2811.35, 2816.76, 2805.89
07/17/2018, 2809.55, 0, 2789.34, 2814.19, 2789.24
